,query_id,client_email,query_heading,query_description,status,date_raised,date_closed
258,Q0259,miranda53@example.org,Bug Report,Page crashes on click of ‘submit’.,Closed,22-03-2025,25-03-2025
259,Q0260,obaldwin@example.com,Account Suspension,How do I appeal a suspension?,Closed,04-05-2025,11-05-2025
260,Q0261,trevor24@example.net,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,10-05-2025,18-05-2025
261,Q0262,jimwilliams@example.com,Login Issue,Getting 'user not found' even with valid ID.,Closed,14-03-2025,16-03-2025
262,Q0263,drice@example.org,Feature Request,Add AI auto-suggestions for forms.,Closed,22-06-2025,29-06-2025
263,Q0264,rachel49@example.net,Technical Support,Slow performance during peak hours.,Closed,26-03-2025,12-04-2025
264,Q0265,danielleweaver@example.net,UI Feedback,Alignment issues in forms.,Closed,02-06-2025,06-06-2025
265,Q0266,ngates@example.net,Billing Problem,Not receiving monthly bills via email.,Closed,13-04-2025,15-04-2025
266,Q0267,regina75@example.org,Bug Report,Check/uncheck box not saving state.,Closed,14-04-2025,19-04-2025
267,Q0268,darrengardner@example.net,UI Feedback,Text is too small on mobile.,Closed,21-07-2025,22-07-2025
268,Q0269,samuel90@example.org,UI Feedback,Table headers not sticky.,Closed,29-01-2025,02-02-2025
269,Q0270,guerranatalie@example.net,Login Issue,Account locked after failed attempts.,Closed,03-02-2025,13-02-2025
270,Q0271,rdavis@example.com,Subscription Cancellation,Data wiped immediately after cancel.,Closed,12-05-2025,16-05-2025
271,Q0272,bryan33@example.com,Subscription Cancellation,Can’t contact support post cancellation.,Closed,11-02-2025,22-02-2025
272,Q0273,danielle09@example.org,Bug Report,Reports section not opening.,Closed,05-02-2025,12-02-2025
273,Q0274,megan24@example.com,Payment Failure,Payment failed due to card error.,Closed,02-07-2025,04-07-2025
274,Q0275,richard90@example.com,Data Export,Export email not received.,Closed,31-01-2025,03-02-2025
275,Q0276,derekalexander@example.org,Bug Report,Back button doesn’t work.,Closed,30-05-2025,01-06-2025
276,Q0277,upotter@example.org,Bug Report,Color scheme inconsistent.,Closed,09-03-2025,21-03-2025
277,Q0278,mitchell40@example.org,UI Feedback,Color scheme hard to read in sunlight.,Closed,30-04-2025,10-05-2025
278,Q0279,antoniopalmer@example.org,Login Issue,Session expires immediately after login.,Closed,12-07-2025,30-07-2025
279,Q0280,melissa29@example.com,Billing Problem,Billed for a cancelled plan.,Closed,16-04-2025,21-04-2025
280,Q0281,harrisgary@example.org,Account Suspension,Suspension mail was too vague.,Closed,26-03-2025,30-03-2025
281,Q0282,justin03@example.com,Login Issue,Session expires immediately after login.,Closed,27-07-2025,08-08-2025
282,Q0283,hillstephanie@example.org,Login Issue,Unable to login with correct credentials.,Closed,11-06-2025,21-06-2025
283,Q0284,eric15@example.org,Subscription Cancellation,Received cancellation email but charged again.,Closed,04-06-2025,05-06-2025
284,Q0285,gsmith@example.org,Payment Failure,Payment shows success but app locked.,Closed,28-02-2025,11-03-2025
285,Q0286,webbnicole@example.net,UI Feedback,Table headers not sticky.,Closed,06-04-2025,19-04-2025
286,Q0287,danielkennedy@example.org,Data Export,Export button missing from UI.,Closed,21-06-2025,25-06-2025
287,Q0288,ericksonrebecca@example.com,Account Suspension,Need reason for my suspension.,Closed,12-04-2025,24-04-2025
288,Q0289,josephjenkins@example.com,Technical Support,Can’t install latest update.,Closed,29-06-2025,30-06-2025
289,Q0290,vscott@example.com,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,16-03-2025,17-03-2025
290,Q0291,umcintyre@example.com,UI Feedback,Mobile responsiveness needs improvement.,Closed,10-07-2025,15-07-2025
291,Q0292,rochacesar@example.net,Technical Support,Feature working on web but not mobile.,Closed,15-07-2025,17-07-2025
292,Q0293,pharris@example.org,Bug Report,Check/uncheck box not saving state.,Closed,03-05-2025,07-05-2025
293,Q0294,emilyflores@example.net,Data Export,Fields are missing in exported report.,Closed,16-06-2025,26-06-2025
294,Q0295,cynthiabradley@example.com,Account Suspension,Need help lifting restrictions.,Closed,04-05-2025,05-05-2025
295,Q0296,ncox@example.net,Feature Request,Include a mobile-first UI option.,Closed,17-03-2025,27-03-2025
296,Q0297,yorkmartin@example.net,Subscription Cancellation,Still charged after cancellation.,Closed,04-06-2025,20-06-2025
297,Q0298,nguyenholly@example.net,Billing Problem,Charged extra on my last invoice.,Closed,06-04-2025,15-04-2025
298,Q0299,derrick13@example.com,Account Suspension,Suspension mail was too vague.,Closed,10-06-2025,18-06-2025
299,Q0300,ghull@example.com,Account Suspension,Received policy violation but unclear why.,Closed,02-06-2025,05-06-2025
300,Q0301,berrykevin@example.org,Bug Report,Sidebar collapses on scroll.,Closed,07-06-2025,12-06-2025
301,Q0302,pwallace@example.org,Login Issue,Unable to login with correct credentials.,Closed,28-05-2025,31-05-2025
302,Q0303,ftorres@example.com,Payment Failure,Need GST invoice after payment.,Closed,17-06-2025,28-06-2025
303,Q0304,coreygonzales@example.org,UI Feedback,Tooltips not displaying on hover.,Closed,14-05-2025,20-05-2025
304,Q0305,ramosdebra@example.org,Billing Problem,Billed for a cancelled plan.,Closed,20-06-2025,01-07-2025
305,Q0306,jordan98@example.org,Billing Problem,Billed for a cancelled plan.,Closed,18-05-2025,31-05-2025
306,Q0307,alison64@example.org,Technical Support,Freezing during screen load.,Closed,14-07-2025,21-07-2025
307,Q0308,romerojane@example.org,Account Suspension,Received policy violation but unclear why.,Closed,21-06-2025,25-06-2025
308,Q0309,edwardmiranda@example.net,Bug Report,Back button doesn’t work.,Closed,16-02-2025,17-02-2025
309,Q0310,conniesharp@example.org,Payment Failure,Need GST invoice after payment.,Closed,16-03-2025,31-03-2025
310,Q0311,mgeorge@example.com,Technical Support,Can’t sync data across devices.,Closed,16-02-2025,23-02-2025
311,Q0312,csilva@example.com,Technical Support,Download button is inactive.,Closed,20-04-2025,21-04-2025
312,Q0313,jennifer04@example.net,Feature Request,Please add support for dark mode.,Closed,26-04-2025,27-04-2025
313,Q0314,matthewblake@example.com,Feature Request,Add folder structure to organize data.,Closed,05-04-2025,11-04-2025
314,Q0315,xrichardson@example.org,Payment Failure,Payment failed due to card error.,Closed,15-02-2025,18-02-2025
315,Q0316,vevans@example.net,Billing Problem,Invoice PDF is missing this month.,Closed,23-07-2025,24-07-2025
316,Q0317,wbutler@example.com,Feature Request,Save filter views for reuse.,Closed,14-03-2025,18-03-2025
317,Q0318,samuel53@example.com,Subscription Cancellation,Want refund for unused days.,Closed,07-02-2025,08-02-2025
318,Q0319,richard59@example.com,Bug Report,Date selector not responsive.,Closed,13-04-2025,20-04-2025
319,Q0320,david10@example.org,Bug Report,Exported file missing columns.,Closed,23-06-2025,29-06-2025
320,Q0321,ymitchell@example.com,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,09-02-2025,11-02-2025
321,Q0322,yjarvis@example.com,Data Export,Filters not applying in exported data.,Closed,19-07-2025,20-07-2025
322,Q0323,heatherhood@example.com,Feature Request,Please add support for dark mode.,Closed,11-07-2025,19-07-2025
323,Q0324,bradshawbrian@example.net,UI Feedback,Dropdowns too close together.,Closed,25-04-2025,27-04-2025
324,Q0325,robert76@example.net,UI Feedback,Font inconsistent across pages.,Opened,30-03-2025,
325,Q0326,johnirwin@example.com,Billing Problem,Billed for a cancelled plan.,Closed,16-02-2025,19-02-2025
326,Q0327,patricklynch@example.org,Account Suspension,Need reason for my suspension.,Closed,04-02-2025,21-02-2025
327,Q0328,meagan89@example.com,Data Export,Export button missing from UI.,Closed,05-07-2025,10-07-2025
328,Q0329,christina27@example.net,Payment Failure,Card declined despite funds.,Closed,04-02-2025,06-02-2025
329,Q0330,lisa95@example.org,Technical Support,Live chat not launching.,Closed,28-02-2025,06-03-2025
330,Q0331,stephanienelson@example.org,Subscription Cancellation,Cannot downgrade before cancel.,Closed,15-06-2025,16-06-2025
331,Q0332,ggriffin@example.com,Payment Failure,Wrong currency charged.,Closed,21-07-2025,26-07-2025
332,Q0333,floydthomas@example.com,Technical Support,Settings not saving properly.,Closed,26-03-2025,01-04-2025
333,Q0334,tonichurch@example.org,Bug Report,Date selector not responsive.,Closed,22-06-2025,25-06-2025
334,Q0335,matthew54@example.com,UI Feedback,Graphs too compressed on mobile view.,Closed,02-02-2025,05-02-2025
335,Q0336,parsonsmary@example.org,UI Feedback,Tooltips not displaying on hover.,Closed,02-03-2025,09-03-2025
336,Q0337,mitchell74@example.org,Login Issue,Account locked after failed attempts.,Closed,13-06-2025,14-06-2025
337,Q0338,escobaredward@example.org,Feature Request,Please add support for dark mode.,Closed,13-02-2025,22-02-2025
338,Q0339,sarah36@example.net,UI Feedback,Error messages not clear enough.,Closed,09-07-2025,12-07-2025
339,Q0340,sandrarose@example.com,Data Export,Fields are missing in exported report.,Closed,05-06-2025,07-06-2025
340,Q0341,duartejoshua@example.org,Account Suspension,Unjustified account suspension request.,Closed,27-05-2025,30-05-2025
341,Q0342,ibrown@example.org,Bug Report,Tab focus jumps incorrectly.,Closed,26-06-2025,30-06-2025
342,Q0343,dbarajas@example.org,Payment Failure,Need help with failed subscription payment.,Closed,14-06-2025,21-06-2025
343,Q0344,stacieperez@example.net,Payment Failure,Didn’t receive invoice after payment.,Closed,19-03-2025,01-04-2025
344,Q0345,michaelmorris@example.org,Data Export,Export email not received.,Closed,14-07-2025,16-07-2025
345,Q0346,alexanderthompson@example.net,Bug Report,Chart not updating after data refresh.,Closed,06-06-2025,11-06-2025
346,Q0347,conniebarnes@example.org,UI Feedback,Dark mode missing in login.,Closed,08-06-2025,10-06-2025
347,Q0348,spencerjames@example.net,Billing Problem,Duplicate transaction found.,Closed,02-05-2025,08-05-2025
348,Q0349,grayheather@example.com,UI Feedback,Alignment issues in forms.,Closed,02-07-2025,10-07-2025
349,Q0350,john66@example.net,Payment Failure,3D secure failed mid-payment.,Closed,06-06-2025,16-06-2025
350,Q0351,bellzachary@example.org,Data Export,Export email not received.,Closed,20-05-2025,21-05-2025
351,Q0352,clarkmarie@example.net,Technical Support,Can’t sync data across devices.,Closed,12-06-2025,18-06-2025
352,Q0353,reesemonique@example.net,Feature Request,Save filter views for reuse.,Closed,18-06-2025,22-06-2025
353,Q0354,hardingtravis@example.net,Bug Report,Back button doesn’t work.,Closed,31-05-2025,05-06-2025
354,Q0355,kevin97@example.com,Account Suspension,"Got auto-ban, never violated terms.",Closed,24-06-2025,27-06-2025
355,Q0356,anne12@example.com,Feature Request,Include a mobile-first UI option.,Closed,22-07-2025,25-07-2025
356,Q0357,courtneyjackson@example.com,Data Export,Zip file corrupted during export.,Closed,15-03-2025,19-03-2025
357,Q0358,autumnrodriguez@example.net,Login Issue,Forgot my password and reset isn’t working.,Closed,13-06-2025,18-06-2025
358,Q0359,ashley56@example.org,Feature Request,Can you include language translation?,Closed,01-07-2025,02-07-2025
359,Q0360,pearsonroger@example.org,Account Suspension,Need help lifting restrictions.,Closed,18-07-2025,26-07-2025
360,Q0361,hubbardangela@example.com,Feature Request,Can you include language translation?,Closed,24-07-2025,26-07-2025
361,Q0362,stewartmarie@example.com,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,21-07-2025,22-07-2025
362,Q0363,hmccarthy@example.com,UI Feedback,Tooltips not displaying on hover.,Closed,26-02-2025,09-03-2025
363,Q0364,veronicameza@example.com,Technical Support,Can’t sync data across devices.,Opened,08-03-2025,
364,Q0365,seanbrooks@example.com,UI Feedback,Filter section takes too much space.,Closed,13-05-2025,19-05-2025
365,Q0366,mcleanjoseph@example.net,Technical Support,Error 500 on accessing dashboard.,Closed,06-05-2025,09-05-2025
366,Q0367,cwilliams@example.net,Feature Request,Include a mobile-first UI option.,Closed,15-02-2025,24-02-2025
367,Q0368,nwhite@example.net,Feature Request,Request feature to duplicate projects.,Closed,18-04-2025,03-05-2025
368,Q0369,kimberlysnyder@example.com,Billing Problem,Unable to update billing address.,Closed,14-07-2025,18-07-2025
369,Q0370,deniseberry@example.net,Technical Support,Graphs not rendering properly.,Closed,13-03-2025,14-03-2025
370,Q0371,swansonthomas@example.com,UI Feedback,Sidebar hides important links.,Closed,19-04-2025,01-05-2025
371,Q0372,joshuacoleman@example.com,Technical Support,White screen on startup.,Closed,03-05-2025,10-05-2025
372,Q0373,kimwoods@example.com,Account Suspension,Appeal submitted but no response yet.,Closed,25-06-2025,26-06-2025
373,Q0374,kenneth08@example.org,Feature Request,Multi-user role system would help.,Opened,19-05-2025,
374,Q0375,melanie78@example.com,Feature Request,Suggesting calendar integration.,Closed,18-02-2025,22-02-2025
375,Q0376,jillsanchez@example.org,Payment Failure,Charged twice for one payment.,Closed,02-03-2025,04-03-2025
376,Q0377,maddenmegan@example.org,Data Export,Need export in regional time zone.,Closed,17-07-2025,19-07-2025
377,Q0378,jonesdonald@example.net,Payment Failure,Charged twice for one payment.,Closed,19-06-2025,22-06-2025
378,Q0379,fgarcia@example.net,Feature Request,Can we have auto-save for drafts?,Closed,01-02-2025,03-02-2025
379,Q0380,aaronhuff@example.net,Data Export,Zip file corrupted during export.,Closed,17-03-2025,19-03-2025
380,Q0381,jonestheresa@example.net,Subscription Cancellation,Auto-renew not turned off.,Closed,01-04-2025,07-04-2025
381,Q0382,millerangela@example.com,Data Export,Can’t schedule data export.,Closed,21-07-2025,28-07-2025
382,Q0383,yharvey@example.org,Subscription Cancellation,Want refund for unused days.,Closed,12-03-2025,18-03-2025
383,Q0384,wanglauren@example.org,Feature Request,Multi-user role system would help.,Closed,22-06-2025,24-06-2025
384,Q0385,zowen@example.org,Billing Problem,Invoice still shows old company name.,Closed,10-05-2025,12-05-2025
385,Q0386,dana92@example.com,Data Export,Time range in export is incorrect.,Closed,24-04-2025,30-04-2025
386,Q0387,pcantu@example.net,Account Suspension,Support says I’m blacklisted — why?,Closed,10-02-2025,15-02-2025
387,Q0388,emilythomas@example.net,Payment Failure,Payment gateway not redirecting.,Closed,23-04-2025,05-05-2025
388,Q0389,oneilltaylor@example.org,Billing Problem,Unable to update billing address.,Closed,29-06-2025,03-07-2025
389,Q0390,justinmckee@example.com,Technical Support,Cannot upload files to cloud.,Closed,10-04-2025,16-04-2025
390,Q0391,angelawilliams@example.com,Account Suspension,Unjustified account suspension request.,Closed,03-02-2025,08-02-2025
391,Q0392,edwinhampton@example.net,Data Export,Zip file corrupted during export.,Closed,11-05-2025,20-05-2025
392,Q0393,edwardkhan@example.com,Bug Report,Check/uncheck box not saving state.,Closed,16-04-2025,26-04-2025
393,Q0394,davidkelly@example.net,Payment Failure,Need help with failed subscription payment.,Closed,28-02-2025,02-03-2025
394,Q0395,nancythompson@example.net,Billing Problem,Bill shows usage I didn’t make.,Closed,23-07-2025,08-08-2025
395,Q0396,laurieprice@example.net,Subscription Cancellation,Data wiped immediately after cancel.,Closed,25-04-2025,04-05-2025
396,Q0397,allenkevin@example.com,Subscription Cancellation,Still charged after cancellation.,Closed,05-03-2025,09-03-2025
397,Q0398,claudiamurray@example.net,Data Export,Fields are missing in exported report.,Closed,01-07-2025,09-07-2025
398,Q0399,lisa31@example.net,Billing Problem,Refund not credited after 7 days.,Closed,14-02-2025,15-02-2025
399,Q0400,vfuller@example.com,Subscription Cancellation,Wrong account cancelled.,Closed,16-05-2025,28-05-2025
400,Q0401,mitchellkatherine@example.net,Bug Report,Filter not retaining after refresh.,Closed,11-05-2025,12-05-2025
401,Q0402,zvillarreal@example.net,Feature Request,Can we have auto-save for drafts?,Closed,30-03-2025,03-04-2025
402,Q0403,matthewhansen@example.com,Billing Problem,Duplicate transaction found.,Closed,16-06-2025,18-06-2025
